MSOA21CD,MSOA21NM,year,retail_units,total_rateable_value,total_floor_area,retail_vacancy_proxy,occupation_classification_completeness,occupation_classified_records,station_count,top100_station_count,mean_station_shock,weighted_shock_numerator,baseline_station_volume,study_submarket,workplace_msoa_station_shock,high_affected_group,comparison_label,retail_units_2019,total_rateable_value_2019,total_floor_area_2019,retail_vacancy_proxy_2019,retail_units_log_change_2019,log_retail_units_2019,total_rateable_value_log_change_2019,log_total_rateable_value_2019,total_floor_area_log_change_2019,log_total_floor_area_2019,retail_vacancy_proxy_change_2019
E02000877,Tower Hamlets 014,2023,129.0,1702200.0,10301.21,0.24731182795698925,1.0,93.0,1,0,0.413520662238655,20088.833771553862,48580,Tech Belt & Midtown,0.413520662238655,0,Less-affected comparison,121.0,1844700.0,9864.190000000002,0.10666666666666667,0.06351340572232544,4.804021044733257,-0.08039508520323224,14.427827762703089,0.04334603602777065,9.19676767828138,0.14064516129032256
E02000877,Tower Hamlets 014,2024,118.0,1888700.0,9178.410000000003,0.16091954022988506,1.0,87.0,1,0,0.413520662238655,20088.833771553862,48580,Tech Belt & Midtown,0.413520662238655,0,Less-affected comparison,121.0,1844700.0,9864.190000000002,0.10666666666666667,-0.024897551621727132,4.804021044733257,0.023572086445419416,14.427827762703089,-0.07204946688476355,9.19676767828138,0.05425287356321838
E02000877,Tower Hamlets 014,2025,120.0,1912700.0,9425.5,0.14130434782608695,1.0,92.0,1,0,0.413520662238655,20088.833771553862,48580,Tech Belt & Midtown,0.413520662238655,0,Less-affected comparison,121.0,1844700.0,9864.190000000002,0.10666666666666667,-0.008230499136515412,4.804021044733257,0.03619917449654331,14.427827762703089,-0.0454875274347426,9.19676767828138,0.03463768115942027
E02000884,Tower Hamlets 021,2023,562.0,11941190.0,74960.22,0.2701525054466231,1.0,459.0,1,1,0.8029169843683173,36487.75943763381,45444,Tech Belt & Midtown,0.8029169843683173,1,Top-100 affected,471.0,12103740.0,66113.68,0.15774647887323945,0.17630064255413558,6.156978985585555,-0.013520726638521552,16.309025136336395,0.12558010319892787,11.099146088927785,0.11240602657338367
E02000884,Tower Hamlets 021,2024,445.0,11337675.0,55415.219999999994,0.096,1.0,375.0,1,1,0.8029169843683173,36487.75943763381,45444,Tech Belt & Midtown,0.8029169843683173,1,Top-100 affected,471.0,12103740.0,66113.68,0.15774647887323945,-0.056660033565490764,6.156978985585555,-0.06538323934683632,16.309025136336395,-0.176518479260654,11.099146088927785,-0.061746478873239447
E02000884,Tower Hamlets 021,2025,457.0,11547615.0,57143.99,0.09090909090909091,1.0,385.0,1,1,0.8029169843683173,36487.75943763381,45444,Tech Belt & Midtown,0.8029169843683173,1,Top-100 affected,471.0,12103740.0,66113.68,0.15774647887323945,-0.030109801471369657,6.156978985585555,-0.047035569635564656,16.309025136336395,-0.1457990875895394,11.099146088927785,-0.06683738796414854
E02000890,Tower Hamlets 027,2023,126.0,5905525.0,19856.390000000003,0.20588235294117646,1.0,102.0,1,0,0.4840536049054731,31349.24766809806,64764,City,0.4840536049054731,0,Less-affected comparison,121.0,6232400.0,18049.410000000003,0.2222222222222222,0.040166041725334445,4.804021044733257,-0.05387312907733666,15.645272209777156,0.09540783083873627,9.800923678184493,-0.01633986928104575
E02000890,Tower Hamlets 027,2024,103.0,5430075.0,16630.100000000002,0.24705882352941178,1.0,85.0,1,0,0.4840536049054731,31349.24766809806,64764,City,0.4840536049054731,0,Less-affected comparison,121.0,6232400.0,18049.410000000003,0.2222222222222222,-0.15963014559188426,4.804021044733257,-0.13780852164822655,15.645272209777156,-0.08189396266489268,9.800923678184493,0.024836601307189565
E02000890,Tower Hamlets 027,2025,103.0,5430075.0,16630.100000000002,0.23255813953488372,1.0,86.0,1,0,0.4840536049054731,31349.24766809806,64764,City,0.4840536049054731,0,Less-affected comparison,121.0,6232400.0,18049.410000000003,0.2222222222222222,-0.15963014559188426,4.804021044733257,-0.13780852164822655,15.645272209777156,-0.08189396266489268,9.800923678184493,0.010335917312661508
E02000966,Westminster 007,2023,122.0,3991650.0,11984.36,,,0.0,1,1,0.6262284477462899,8114.668225896425,12958,West End,0.6262284477462899,1,Top-100 affected,116.0,3913860.0,10887.300000000001,,0.05001042057466076,4.762173934797756,0.01968057497561304,15.180034912766404,0.09599708674292806,9.295444097221372,
E02000966,Westminster 007,2024,107.0,4002750.0,10347.1,,,0.0,1,1,0.6262284477462899,8114.668225896425,12958,West End,0.6262284477462899,1,Top-100 affected,116.0,3913860.0,10887.300000000001,,-0.08004270767353638,4.762173934797756,0.02245751992610856,15.180034912766404,-0.05088589025901413,9.295444097221372,
E02000966,Westminster 007,2025,108.0,4034750.0,10570.710000000003,,,0.0,1,1,0.6262284477462899,8114.668225896425,12958,West End,0.6262284477462899,1,Top-100 affected,116.0,3913860.0,10887.300000000001,,-0.07082605256861285,4.762173934797756,0.030420234978464578,15.180034912766404,-0.02950725282310529,9.295444097221372,
E02000967,Westminster 008,2023,262.0,14610850.0,33181.8,,,0.0,1,0,0.5608220878297139,52249.55063474312,93166,West End,0.5608220878297139,0,Less-affected comparison,250.0,15901450.0,31676.93,,0.046701093045981246,5.5254529391317835,-0.08464589108230669,16.58192092088835,0.04641144548514653,10.36337550288446,
E02000967,Westminster 008,2024,237.0,13404925.0,30954.07,,,0.0,1,0,0.5608220878297139,52249.55063474312,93166,West End,0.5608220878297139,0,Less-affected comparison,250.0,15901450.0,31676.93,,-0.053182265460308464,5.5254529391317835,-0.17078811157962548,16.58192092088835,-0.023083425586568396,10.36337550288446,
E02000967,Westminster 008,2025,239.0,13445425.0,31319.7,,,0.0,1,0,0.5608220878297139,52249.55063474312,93166,West End,0.5608220878297139,0,Less-affected comparison,250.0,15901450.0,31676.93,,-0.04481401578979227,5.5254529391317835,-0.16777138906406464,16.58192092088835,-0.011341003093335189,10.36337550288446,
E02000970,Westminster 011,2023,890.0,180676485.0,360766.61,,,0.0,2,2,0.8491269237040153,133934.57976191948,134023,West End,0.9993402607158434,1,Top-100 affected,828.0,202173835.0,336635.47,,0.07212427233551377,6.720220155135295,-0.11241983972880476,19.124638459541185,0.06923038735615883,12.726758903057362,
E02000970,Westminster 011,2024,790.0,125966780.0,351013.33,,,0.0,2,2,0.8491269237040153,133934.57976191948,134023,West End,0.9993402607158434,1,Top-100 affected,828.0,202173835.0,336635.47,,-0.046922187367640866,6.720220155135295,-0.4731096722424617,19.124638459541185,0.04182342476809886,12.726758903057362,
E02000970,Westminster 011,2025,801.0,123414640.0,353287.16,,,0.0,2,2,0.8491269237040153,133934.57976191948,134023,West End,0.9993402607158434,1,Top-100 affected,828.0,202173835.0,336635.47,,-0.033111547268780406,6.720220155135295,-0.4935781504661101,19.124638459541185,0.04828041713278708,12.726758903057362,
E02000971,Westminster 012,2023,393.0,28121675.0,61827.729999999996,,,0.0,2,2,0.9060392871129284,72614.62122532193,79000,West End,0.9191724205736953,1,Top-100 affected,362.0,28381505.0,52158.009999999995,,0.08194807503308343,5.8944028342648505,-0.009197068989760027,17.161248293827356,0.17007120579175528,10.86205221635906,
E02000971,Westminster 012,2024,358.0,22792500.0,52607.399999999994,,,0.0,2,2,0.9060392871129284,72614.62122532193,79000,West End,0.9191724205736953,1,Top-100 affected,362.0,28381505.0,52158.009999999995,,-0.011080445776571857,5.8944028342648505,-0.21930615751207938,17.161248293827356,0.00857886543421138,10.86205221635906,
E02000971,Westminster 012,2025,365.0,22709750.0,56385.56,,,0.0,2,2,0.9060392871129284,72614.62122532193,79000,West End,0.9191724205736953,1,Top-100 affected,362.0,28381505.0,52158.009999999995,,0.008230499136515412,5.8944028342648505,-0.22294334413861705,17.161248293827356,0.07793389485729918,10.86205221635906,
E02000972,Westminster 013,2023,3018.0,619172360.0,933286.73,0.0,1.0,2.0,3,3,1.0696472429975648,464741.9847071542,406911,West End,1.1421219497805521,1,Top-100 affected,2724.0,664394795.0,815887.3699999999,0.0,0.10245722260949464,7.9102237070973445,-0.07049286042614966,20.314387103041792,0.13443600145183154,13.612032823117481,0.0
E02000972,Westminster 013,2024,2588.0,501824895.0,751190.6799999999,0.0,1.0,2.0,3,3,1.0696472429975648,464741.9847071542,406911,West End,1.1421219497805521,1,Top-100 affected,2724.0,664394795.0,815887.3699999999,0.0,-0.051196727345806714,7.9102237070973445,-0.28062529898410915,20.314387103041792,-0.08261669191498022,13.612032823117481,0.0
E02000972,Westminster 013,2025,2665.0,500232195.0,797229.59,0.0,1.0,2.0,3,3,1.0696472429975648,464741.9847071542,406911,West End,1.1421219497805521,1,Top-100 affected,2724.0,664394795.0,815887.3699999999,0.0,-0.02188920635869085,7.9102237070973445,-0.28380416245191853,20.314387103041792,-0.02313358473157834,13.612032823117481,0.0
E02000973,Westminster 014,2023,176.0,7160700.0,21199.43,,,0.0,1,0,0.35348060475700527,3077.402145014488,8706,West End,0.35348060475700527,0,Less-affected comparison,166.0,7450800.0,19782.670000000002,,0.05815592015707338,5.117993812416755,-0.039713662182375487,15.823832101354752,0.06916461455671019,9.892612128916564,
E02000973,Westminster 014,2024,160.0,7129250.0,18262.72,,,0.0,1,0,0.35348060475700527,3077.402145014488,8706,West End,0.35348060475700527,0,Less-affected comparison,166.0,7450800.0,19782.670000000002,,-0.03658944743229231,5.117993812416755,-0.044115363570673694,15.823832101354752,-0.07994027152966154,9.892612128916564,
E02000973,Westminster 014,2025,161.0,7123250.0,18518.03,,,0.0,1,0,0.35348060475700527,3077.402145014488,8706,West End,0.35348060475700527,0,Less-affected comparison,166.0,7450800.0,19782.670000000002,,-0.0303974771843718,5.117993812416755,-0.04495732105356964,15.823832101354752,-0.06605799789798894,9.892612128916564,
E02000975,Westminster 016,2023,180.0,6461375.0,20985.73,,,0.0,1,0,0.09698615652529263,1991.7077104034095,20536,West End,0.09698615652529263,0,Less-affected comparison,167.0,6585225.0,20241.340000000004,,0.07453305186256731,5.123963979403259,-0.018986356822972894,15.700339212995795,0.03611388284069683,9.915531729366997,
E02000975,Westminster 016,2024,167.0,6478950.0,19017.190000000002,,,0.0,1,0,0.09698615652529263,1991.7077104034095,20536,West End,0.09698615652529263,0,Less-affected comparison,167.0,6585225.0,20241.340000000004,,0.0,5.123963979403259,-0.016270040487807336,15.700339212995795,-0.06238056078223053,9.915531729366997,
E02000975,Westminster 016,2025,168.0,6470950.0,19107.39,,,0.0,1,0,0.09698615652529263,1991.7077104034095,20536,West End,0.09698615652529263,0,Less-affected comparison,167.0,6585225.0,20241.340000000004,,0.005934735519814716,5.123963979403259,-0.0175055712304637,15.700339212995795,-0.057648944766080845,9.915531729366997,
E02000976,Westminster 017,2023,340.0,21962025.0,58185.42,,,0.0,2,0,0.30127936353329277,12850.423933220754,35955,West End,0.3574029740848492,0,Less-affected comparison,322.0,22375875.0,53693.72,,0.054230154060860514,5.777652323222656,-0.018668543194678477,16.92349397219681,0.08033732151925221,10.891069951640485,
E02000976,Westminster 017,2024,310.0,17907025.0,51987.71000000001,,,0.0,2,0,0.30127936353329277,12850.423933220754,35955,West End,0.3574029740848492,0,Less-affected comparison,322.0,22375875.0,53693.72,,-0.0378594110434225,5.777652323222656,-0.22279026443279903,16.92349397219681,-0.032288093034493315,10.891069951640485,
E02000976,Westminster 017,2025,312.0,17252275.0,52449.64,,,0.0,2,0,0.30127936353329277,12850.423933220754,35955,West End,0.3574029740848492,0,Less-affected comparison,322.0,22375875.0,53693.72,,-0.03144913268250349,5.777652323222656,-0.26003933742976315,16.92349397219681,-0.023442135793251495,10.891069951640485,
E02000977,Westminster 018,2023,2681.0,448087071.0,565185.5700000001,0.0,1.0,17.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected,2480.0,454637781.0,498867.98000000004,0.0,0.07790108014982255,7.816416983691801,-0.014513447718773165,19.935011576355986,0.12481239288270984,13.120098775127136,0.0
E02000977,Westminster 018,2024,2302.0,383477805.0,464596.74,0.0,1.0,12.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected,2480.0,454637781.0,498867.98000000004,0.0,-0.07444908387111582,7.816416983691801,-0.1702192714885271,19.935011576355986,-0.07117154022000527,13.120098775127136,0.0
E02000977,Westminster 018,2025,2375.0,392821390.0,487931.74,0.0,1.0,12.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected,2480.0,454637781.0,498867.98000000004,0.0,-0.04324330320926517,7.816416983691801,-0.14614598565486148,19.935011576355986,-0.022165927659838047,13.120098775127136,0.0
E02000978,Westminster 019,2023,276.0,25877125.0,43687.65,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected,262.0,29240375.0,41714.67,0.0,0.05186347400957381,5.572154032177765,-0.12219108143458612,17.191061051860302,0.04621150537273522,10.638632116576005,0.0
E02000978,Westminster 019,2024,236.0,20947410.0,34841.82,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected,262.0,29240375.0,41714.67,0.0,-0.10409389104263322,5.572154032177765,-0.3335354351167794,17.191061051860302,-0.18002974743853528,10.638632116576005,0.0
E02000978,Westminster 019,2025,245.0,22146560.0,36333.659999999996,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected,262.0,29240375.0,41714.67,0.0,-0.06682249624540226,5.572154032177765,-0.27786826905258266,17.191061051860302,-0.13810473093797704,10.638632116576005,0.0
E02000979,Westminster 020,2023,507.0,33732725.0,84386.12,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected,470.0,38364275.0,85369.34000000001,0.0,0.07562335356206429,6.154858094016418,-0.12865825001381737,17.462637272048706,-0.011583950356719441,11.35475401266012,0.0
E02000979,Westminster 020,2024,426.0,31331625.0,62851.84,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected,470.0,38364275.0,85369.34000000001,0.0,-0.0980740807877929,6.154858094016418,-0.20249871132883968,17.462637272048706,-0.30620261270956384,11.35475401266012,0.0
E02000979,Westminster 020,2025,429.0,30732900.0,64164.259999999995,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected,470.0,38364275.0,85369.34000000001,0.0,-0.09107288532880986,6.154858094016418,-0.22179293953405832,17.462637272048706,-0.2855367909364688,11.35475401266012,0.0
E02000982,Westminster 023,2023,434.0,25931070.0,42553.95,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected,379.0,27082490.0,37323.89,,0.13517477836825265,5.940171252720432,-0.04344552831255655,17.114397988483887,0.1311357856436608,10.527415675316645,
E02000982,Westminster 023,2024,362.0,27370830.0,36444.64,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected,379.0,27082490.0,37323.89,,-0.045768418455581106,5.940171252720432,0.01059045378196899,17.114397988483887,-0.023838560946602527,10.527415675316645,
E02000982,Westminster 023,2025,372.0,27397080.0,38476.45,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected,379.0,27082490.0,37323.89,,-0.018592833076615634,5.940171252720432,0.011549044352669569,17.114397988483887,0.03041195907589689,10.527415675316645,
E02000983,Westminster 024,2023,57.0,1186600.0,4494.5,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected,57.0,1198250.0,4497.2300000000005,,0.0,4.060443010546419,-0.009770076021617058,13.996373551571915,-0.0006070896244043666,8.411439265049232,
E02000983,Westminster 024,2024,54.0,1208100.0,4355.85,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected,57.0,1198250.0,4497.2300000000005,,-0.05310982531394792,4.060443010546419,0.008186711681444692,13.996373551571915,-0.03193466688269808,8.411439265049232,
E02000983,Westminster 024,2025,56.0,1138100.0,4521.54,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected,57.0,1198250.0,4497.2300000000005,,-0.01739174271186883,4.060443010546419,-0.05150190964490875,13.996373551571915,0.005389796846666073,8.411439265049232,
E02006801,Lambeth 036,2023,425.0,29523575.0,74715.28,0.11188811188811189,1.0,286.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected,385.0,34039550.0,61049.79,0.056140350877192984,0.09860197680453986,5.955837369464831,-0.142333982646889,17.343033671218176,0.2019918661280613,11.019461419668067,0.055747761010918905
E02006801,Lambeth 036,2024,356.0,28929025.0,57397.82,0.06132075471698113,1.0,212.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected,385.0,34039550.0,61049.79,0.056140350877192984,-0.07810158768519226,5.955837369464831,-0.16267766230583192,17.343033671218176,-0.061682395063007434,11.019461419668067,0.005180403839788149
E02006801,Lambeth 036,2025,405.0,32593425.0,65066.26000000001,0.062146892655367235,1.0,177.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected,385.0,34039550.0,61049.79,0.056140350877192984,0.05051579013690155,5.955837369464831,-0.0434125016583522,17.343033671218176,0.0637153634358345,11.019461419668067,0.006006541778174251
E02006802,Southwark 034,2023,121.0,2862714.0,13255.730000000001,0.04597701149425287,1.0,87.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected,97.0,2756664.0,11786.99,0.04395604395604396,0.21905356606268445,4.584967478670572,0.037748859457725104,14.829532173736661,0.11742413145576869,9.3748364955369,0.0020209675382089134
E02006802,Southwark 034,2024,105.0,3163100.0,11873.13,0.0,1.0,70.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected,97.0,2756664.0,11786.99,0.04395604395604396,0.07847161544149461,4.584967478670572,0.13753125975171976,14.829532173736661,0.007280867524169565,9.3748364955369,-0.04395604395604396
E02006802,Southwark 034,2025,108.0,3192850.0,12468.53,0.0,1.0,70.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected,97.0,2756664.0,11786.99,0.04395604395604396,0.10638040355857115,4.584967478670572,0.14689263229266736,14.829532173736661,0.05620685196978137,9.3748364955369,-0.04395604395604396
E02006854,Tower Hamlets 033,2023,672.0,53945335.0,102283.26,0.2028301886792453,1.0,636.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected,585.0,55104585.0,86860.45,0.11213235294117647,0.13842554006771568,6.373319789577012,-0.021261705635385653,17.824743501149698,0.16344147943000387,11.372069599479296,0.09069783573806882
E02006854,Tower Hamlets 033,2024,613.0,41762330.0,91347.87,0.1955403087478559,1.0,583.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected,585.0,55104585.0,86860.45,0.11213235294117647,0.04667513857013006,6.373319789577012,-0.2772381822033445,17.824743501149698,0.05037159224487375,11.372069599479296,0.08340795580667944
E02006854,Tower Hamlets 033,2025,631.0,43112580.0,95245.18,0.17637271214642264,1.0,601.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected,585.0,55104585.0,86860.45,0.11213235294117647,0.07556960456984552,6.373319789577012,-0.2454180861187787,17.824743501149698,0.09215058771854778,11.372069599479296,0.06424035920524616
